Min X value: -8373.719
Min Y value: -7.141647
Min Z value: -8273.554
Max X value: 10380.38
Max Y value: 220.334
Max Z value: 10480.55
Key: charpos in X , Y , Z , Time since start capture
1795.642 , 39.61998 , 1559.707 , 151.48
1795.642 , 39.62985 , 1560.007 , 151.5
1795.641 , 39.63973 , 1560.307 , 151.52
1795.645 , 39.64907 , 1560.607 , 151.54
1795.653 , 39.65787 , 1560.907 , 151.56
1795.66 , 39.66668 , 1561.207 , 151.58
1795.672 , 39.67494 , 1561.507 , 151.6
1795.683 , 39.68322 , 1561.807 , 151.62
1795.695 , 39.69147 , 1562.106 , 151.64
1795.706 , 39.69976 , 1562.406 , 151.66
1795.718 , 39.7049 , 1562.706 , 151.68
1795.737 , 39.70787 , 1563.005 , 151.7
1795.765 , 39.70977 , 1563.304 , 151.72
1795.796 , 39.71114 , 1563.602 , 151.74
1795.835 , 39.71142 , 1563.9 , 151.76
1795.889 , 39.70955 , 1564.195 , 151.78
1795.943 , 39.7077 , 1564.49 , 151.8
1795.998 , 39.70583 , 1564.785 , 151.82
1796.116 , 39.69783 , 1565.061 , 151.84
1796.234 , 39.68402 , 1565.336 , 151.86
1796.387 , 39.67603 , 1565.594 , 151.88
1796.541 , 39.66002 , 1565.852 , 151.9
1796.694 , 39.63607 , 1566.11 , 151.92
1796.894 , 39.62807 , 1566.333 , 151.94
1797.095 , 39.61207 , 1566.557 , 151.96
1797.295 , 39.58807 , 1566.78 , 151.98
1797.496 , 39.56363 , 1567.003 , 152
1797.711 , 39.55562 , 1567.212 , 152.02
1797.925 , 39.53962 , 1567.422 , 152.04
1798.14 , 39.51562 , 1567.631 , 152.06
1798.355 , 39.49498 , 1567.841 , 152.08
1798.57 , 39.48698 , 1568.05 , 152.1
1798.784 , 39.47098 , 1568.26 , 152.12
1798.999 , 39.44698 , 1568.469 , 152.14
1799.214 , 39.42635 , 1568.679 , 152.16
1799.428 , 39.41835 , 1568.888 , 152.18
1799.643 , 39.40236 , 1569.098 , 152.2
1799.858 , 39.37835 , 1569.307 , 152.22
1800.073 , 39.35781 , 1569.517 , 152.24
1800.287 , 39.34981 , 1569.726 , 152.26
1800.502 , 39.33381 , 1569.936 , 152.28
1800.717 , 39.30981 , 1570.145 , 152.3
1800.932 , 39.29176 , 1570.355 , 152.32
1801.146 , 39.28376 , 1570.564 , 152.34
1801.361 , 39.26776 , 1570.774 , 152.36
1801.576 , 39.25258 , 1570.983 , 152.38
1801.79 , 39.24458 , 1571.193 , 152.4
1802.005 , 39.22858 , 1571.402 , 152.42
1802.22 , 39.21339 , 1571.612 , 152.44
1802.453 , 39.20539 , 1571.801 , 152.46
1802.686 , 39.1894 , 1571.99 , 152.48
1802.919 , 39.17141 , 1572.179 , 152.5
1803.17 , 39.16341 , 1572.343 , 152.52
1803.422 , 39.14742 , 1572.506 , 152.54
1803.673 , 39.12668 , 1572.67 , 152.56
1803.937 , 39.11868 , 1572.813 , 152.58
1804.2 , 39.10268 , 1572.956 , 152.6
1804.464 , 39.08019 , 1573.1 , 152.62
1804.738 , 39.07219 , 1573.222 , 152.64
1805.012 , 39.05619 , 1573.344 , 152.66
1805.286 , 39.04555 , 1573.467 , 152.68
1805.567 , 39.03755 , 1573.571 , 152.7
1805.848 , 39.02611 , 1573.675 , 152.72
1806.131 , 39.01811 , 1573.775 , 152.74
1806.414 , 39.00661 , 1573.875 , 152.76
1806.709 , 38.99862 , 1573.93 , 152.78
1807.004 , 38.98675 , 1573.985 , 152.8
1807.301 , 38.97874 , 1574.029 , 152.82
1807.597 , 38.96685 , 1574.072 , 152.84
1807.895 , 38.95885 , 1574.111 , 152.86
1808.192 , 38.94696 , 1574.151 , 152.88
1808.49 , 38.93896 , 1574.19 , 152.9
1808.787 , 38.92951 , 1574.229 , 152.92
1809.084 , 38.92338 , 1574.269 , 152.94
1809.382 , 38.91725 , 1574.308 , 152.96
1809.679 , 38.91112 , 1574.348 , 152.98
1809.977 , 38.90499 , 1574.387 , 153
1810.274 , 38.89886 , 1574.427 , 153.02
1810.571 , 38.89273 , 1574.466 , 153.04
1810.869 , 38.8866 , 1574.505 , 153.06
1811.166 , 38.88047 , 1574.545 , 153.08
1811.464 , 38.87434 , 1574.584 , 153.1
1811.761 , 38.86821 , 1574.624 , 153.12
1812.058 , 38.86208 , 1574.663 , 153.14
1812.356 , 38.85594 , 1574.702 , 153.16
1812.653 , 38.85048 , 1574.742 , 153.18
1812.951 , 38.84574 , 1574.781 , 153.2
1813.248 , 38.84171 , 1574.82 , 153.22
1813.545 , 38.83818 , 1574.86 , 153.24
1813.843 , 38.83465 , 1574.899 , 153.26
1814.14 , 38.83112 , 1574.939 , 153.28
1814.438 , 38.8276 , 1574.978 , 153.3
1814.734 , 38.824 , 1575.021 , 153.32
1815.031 , 38.8204 , 1575.065 , 153.34
1815.328 , 38.81675 , 1575.112 , 153.36
1815.624 , 38.81308 , 1575.159 , 153.38
1815.917 , 38.80916 , 1575.222 , 153.4
1816.21 , 38.80517 , 1575.288 , 153.42
1816.501 , 38.80198 , 1575.358 , 153.44
1816.791 , 38.80052 , 1575.436 , 153.46
1817.08 , 38.79899 , 1575.518 , 153.48
1817.361 , 38.79704 , 1575.622 , 153.5
1817.643 , 38.79509 , 1575.726 , 153.52
1817.924 , 38.79313 , 1575.83 , 153.54
1818.195 , 38.79044 , 1575.959 , 153.56
1818.462 , 38.78727 , 1576.096 , 153.58
1818.719 , 38.7839 , 1576.25 , 153.6
1818.975 , 38.78049 , 1576.406 , 153.62
1819.22 , 38.77691 , 1576.58 , 153.64
1819.46 , 38.77325 , 1576.76 , 153.66
1819.701 , 38.7696 , 1576.939 , 153.68
1819.941 , 38.76595 , 1577.119 , 153.7
1820.161 , 38.76205 , 1577.323 , 153.72
1820.381 , 38.75816 , 1577.526 , 153.74
1820.596 , 38.7542 , 1577.736 , 153.76
1820.81 , 38.75025 , 1577.946 , 153.78
1821.022 , 38.74627 , 1578.158 , 153.8
1821.234 , 38.74229 , 1578.37 , 153.82
1821.446 , 38.73831 , 1578.583 , 153.84
1821.658 , 38.73433 , 1578.795 , 153.86
1821.862 , 38.73028 , 1579.015 , 153.88
1822.065 , 38.72622 , 1579.236 , 153.9
1822.263 , 38.72212 , 1579.461 , 153.92
1822.454 , 38.71798 , 1579.692 , 153.94
1822.643 , 38.71381 , 1579.926 , 153.96
1822.829 , 38.70963 , 1580.161 , 153.98
1823.014 , 38.70544 , 1580.397 , 154
1823.2 , 38.70126 , 1580.633 , 154.02
1823.356 , 38.69692 , 1580.889 , 154.04
1823.503 , 38.69256 , 1581.151 , 154.06
1823.635 , 38.68815 , 1581.42 , 154.08
1823.76 , 38.68322 , 1581.692 , 154.1
1823.875 , 38.67801 , 1581.969 , 154.12
1823.986 , 38.67183 , 1582.248 , 154.14
1824.097 , 38.6653 , 1582.527 , 154.16
1824.178 , 38.65854 , 1582.816 , 154.18
1824.255 , 38.65192 , 1583.106 , 154.2
1824.329 , 38.64545 , 1583.396 , 154.22
1824.399 , 38.63894 , 1583.688 , 154.24
1824.461 , 38.63235 , 1583.982 , 154.26
1824.519 , 38.62572 , 1584.276 , 154.28
1824.578 , 38.6191 , 1584.57 , 154.3
1824.636 , 38.61247 , 1584.865 , 154.32
1824.694 , 38.60585 , 1585.159 , 154.34
1824.749 , 38.59919 , 1585.454 , 154.36
1824.799 , 38.5925 , 1585.75 , 154.38
1824.846 , 38.58621 , 1586.046 , 154.4
1824.889 , 38.58084 , 1586.343 , 154.42
1824.931 , 38.57548 , 1586.64 , 154.44
1824.974 , 38.57011 , 1586.937 , 154.46
1825.017 , 38.56474 , 1587.234 , 154.48
1825.036 , 38.55922 , 1587.533 , 154.5
1825.052 , 38.55367 , 1587.833 , 154.52
1825.059 , 38.54809 , 1588.133 , 154.54
1825.067 , 38.5425 , 1588.432 , 154.56
1825.071 , 38.53689 , 1588.732 , 154.58
1825.067 , 38.53125 , 1589.032 , 154.6
1825.062 , 38.5256 , 1589.332 , 154.62
1825.058 , 38.51996 , 1589.632 , 154.64
1825.046 , 38.51394 , 1589.932 , 154.66
1825.034 , 38.50685 , 1590.232 , 154.68
1825.022 , 38.49977 , 1590.532 , 154.7
1825.01 , 38.49187 , 1590.831 , 154.72
1824.998 , 38.48387 , 1591.131 , 154.74
1824.986 , 38.47478 , 1591.431 , 154.76
1824.974 , 38.46678 , 1591.731 , 154.78
1824.962 , 38.4577 , 1592.03 , 154.8
1824.95 , 38.4497 , 1592.33 , 154.82
1824.938 , 38.44061 , 1592.63 , 154.84
1824.926 , 38.43261 , 1592.93 , 154.86
1824.914 , 38.42352 , 1593.229 , 154.88
1824.902 , 38.41552 , 1593.529 , 154.9
1824.89 , 38.40616 , 1593.829 , 154.92
1824.878 , 38.39816 , 1594.129 , 154.94
1824.866 , 38.38634 , 1594.428 , 154.96
1824.854 , 38.37932 , 1594.728 , 154.98
1824.842 , 38.3723 , 1595.028 , 155
1824.83 , 38.36527 , 1595.328 , 155.02
1824.818 , 38.35824 , 1595.628 , 155.04
1824.806 , 38.35122 , 1595.927 , 155.06
1824.794 , 38.34419 , 1596.227 , 155.08
1824.782 , 38.33717 , 1596.527 , 155.1
1824.77 , 38.33014 , 1596.827 , 155.12
1824.758 , 38.32311 , 1597.126 , 155.14
1824.746 , 38.31609 , 1597.426 , 155.16
1824.734 , 38.30906 , 1597.726 , 155.18
1824.722 , 38.30203 , 1598.026 , 155.2
1824.71 , 38.29501 , 1598.325 , 155.22
1824.698 , 38.28798 , 1598.625 , 155.24
1824.686 , 38.28096 , 1598.925 , 155.26
1824.666 , 38.27394 , 1599.224 , 155.28
1824.634 , 38.26694 , 1599.523 , 155.3
1824.602 , 38.25995 , 1599.821 , 155.32
1824.571 , 38.25296 , 1600.119 , 155.34
1824.535 , 38.24598 , 1600.417 , 155.36
1824.5 , 38.239 , 1600.715 , 155.38
1824.464 , 38.23202 , 1601.013 , 155.4
1824.429 , 38.22503 , 1601.311 , 155.42
1824.393 , 38.21805 , 1601.609 , 155.44
1824.358 , 38.21198 , 1601.906 , 155.46
1824.322 , 38.20655 , 1602.204 , 155.48
1824.287 , 38.20113 , 1602.502 , 155.5
1824.251 , 38.19571 , 1602.8 , 155.52
1824.216 , 38.19027 , 1603.098 , 155.54
1824.18 , 38.18468 , 1603.396 , 155.56
1824.145 , 38.1791 , 1603.694 , 155.58
1824.109 , 38.17351 , 1603.992 , 155.6
1824.074 , 38.16793 , 1604.29 , 155.62
1824.038 , 38.16234 , 1604.588 , 155.64
1824.003 , 38.15675 , 1604.886 , 155.66
1823.967 , 38.15117 , 1605.183 , 155.68
1823.932 , 38.14558 , 1605.481 , 155.7
1823.896 , 38.13861 , 1605.779 , 155.72
1823.861 , 38.13163 , 1606.077 , 155.74
1823.825 , 38.12465 , 1606.375 , 155.76
1823.79 , 38.11766 , 1606.673 , 155.78
1823.754 , 38.11068 , 1606.971 , 155.8
1823.719 , 38.1037 , 1607.269 , 155.82
1823.683 , 38.09671 , 1607.567 , 155.84
1823.648 , 38.08973 , 1607.864 , 155.86
1823.612 , 38.08275 , 1608.162 , 155.88
1823.577 , 38.07577 , 1608.46 , 155.9
1823.541 , 38.06926 , 1608.758 , 155.92
1823.506 , 38.06541 , 1609.056 , 155.94
1823.47 , 38.06155 , 1609.354 , 155.96
1823.435 , 38.0577 , 1609.652 , 155.98
1823.399 , 38.05384 , 1609.95 , 156
1823.364 , 38.04998 , 1610.248 , 156.02
1823.328 , 38.04613 , 1610.545 , 156.04
1823.293 , 38.04227 , 1610.843 , 156.06
1823.257 , 38.03841 , 1611.141 , 156.08
1823.222 , 38.03456 , 1611.439 , 156.1
1823.186 , 38.0307 , 1611.737 , 156.12
1823.147 , 38.02689 , 1612.034 , 156.14
1823.107 , 38.02235 , 1612.332 , 156.16
1823.068 , 38.01695 , 1612.629 , 156.18
1823.029 , 38.01156 , 1612.927 , 156.2
1822.974 , 38.00629 , 1613.222 , 156.22
1822.919 , 38.00206 , 1613.516 , 156.24
1822.86 , 37.9982 , 1613.811 , 156.26
1822.797 , 37.99437 , 1614.104 , 156.28
1822.735 , 37.99054 , 1614.397 , 156.3
1822.672 , 37.98671 , 1614.691 , 156.32
1822.61 , 37.98287 , 1614.984 , 156.34
1822.547 , 37.97904 , 1615.278 , 156.36
1822.484 , 37.9747 , 1615.571 , 156.38
1822.422 , 37.9692 , 1615.864 , 156.4
1822.359 , 37.9637 , 1616.158 , 156.42
1822.296 , 37.95819 , 1616.451 , 156.44
1822.234 , 37.9527 , 1616.745 , 156.46
1822.171 , 37.94719 , 1617.038 , 156.48
1822.109 , 37.94169 , 1617.331 , 156.5
1822.046 , 37.93619 , 1617.625 , 156.52
1821.983 , 37.93069 , 1617.918 , 156.54
1821.921 , 37.92519 , 1618.212 , 156.56
1821.858 , 37.91969 , 1618.505 , 156.58
1821.796 , 37.91532 , 1618.798 , 156.6
1821.733 , 37.91316 , 1619.092 , 156.62
1821.67 , 37.911 , 1619.385 , 156.64
1821.608 , 37.90884 , 1619.678 , 156.66
1821.545 , 37.90667 , 1619.972 , 156.68
1821.482 , 37.90451 , 1620.265 , 156.7
1821.42 , 37.90234 , 1620.559 , 156.72
1821.357 , 37.90018 , 1620.852 , 156.74
1821.295 , 37.89824 , 1621.146 , 156.76
1821.232 , 37.89745 , 1621.439 , 156.78
1821.169 , 37.89666 , 1621.732 , 156.8
1821.107 , 37.89587 , 1622.026 , 156.82
1821.044 , 37.89508 , 1622.319 , 156.84
1820.982 , 37.89429 , 1622.612 , 156.86
1820.919 , 37.89351 , 1622.906 , 156.88
1820.856 , 37.89272 , 1623.199 , 156.9
1820.794 , 37.89193 , 1623.493 , 156.92
1820.731 , 37.89114 , 1623.786 , 156.94
1820.668 , 37.89035 , 1624.079 , 156.96
1820.606 , 37.88956 , 1624.373 , 156.98
1820.543 , 37.88877 , 1624.666 , 157
1820.481 , 37.88799 , 1624.96 , 157.02
1820.418 , 37.88885 , 1625.253 , 157.04
1820.355 , 37.88914 , 1625.546 , 157.06
1820.293 , 37.88968 , 1625.84 , 157.08
1820.23 , 37.89056 , 1626.133 , 157.1
1820.167 , 37.89144 , 1626.427 , 157.12
1820.105 , 37.89232 , 1626.72 , 157.14
1820.042 , 37.8932 , 1627.013 , 157.16
1819.98 , 37.89408 , 1627.307 , 157.18
1819.917 , 37.89496 , 1627.6 , 157.2
1819.854 , 37.89584 , 1627.893 , 157.22
1819.792 , 37.89672 , 1628.187 , 157.24
1819.729 , 37.89684 , 1628.48 , 157.26
1819.667 , 37.89605 , 1628.774 , 157.28
1819.604 , 37.89677 , 1629.067 , 157.3
1819.541 , 37.89873 , 1629.36 , 157.32
1819.475 , 37.90073 , 1629.653 , 157.34
1819.405 , 37.90275 , 1629.945 , 157.36
1819.334 , 37.90478 , 1630.236 , 157.38
1819.264 , 37.9068 , 1630.528 , 157.4
1819.194 , 37.90883 , 1630.82 , 157.42
1819.124 , 37.91086 , 1631.111 , 157.44
1819.049 , 37.91292 , 1631.402 , 157.46
1818.972 , 37.915 , 1631.692 , 157.48
1818.894 , 37.91709 , 1631.981 , 157.5
1818.816 , 37.91918 , 1632.271 , 157.52
1818.738 , 37.92127 , 1632.561 , 157.54
1818.66 , 37.92336 , 1632.851 , 157.56
1818.582 , 37.92545 , 1633.14 , 157.58
1818.504 , 37.92753 , 1633.43 , 157.6
1818.426 , 37.92962 , 1633.72 , 157.62
1818.349 , 37.93171 , 1634.009 , 157.64
1818.271 , 37.9338 , 1634.299 , 157.66
1818.193 , 37.9359 , 1634.589 , 157.68
1818.115 , 37.93971 , 1634.879 , 157.7
1818.037 , 37.94352 , 1635.168 , 157.72
1817.959 , 37.94733 , 1635.458 , 157.74
1817.881 , 37.95115 , 1635.748 , 157.76
1817.803 , 37.95496 , 1636.037 , 157.78
1817.725 , 37.95877 , 1636.327 , 157.8
1817.648 , 37.96258 , 1636.617 , 157.82
1817.57 , 37.96824 , 1636.906 , 157.84
1817.492 , 37.97477 , 1637.196 , 157.86
1817.414 , 37.9813 , 1637.486 , 157.88
1817.336 , 37.98648 , 1637.776 , 157.9
1817.258 , 37.98957 , 1638.065 , 157.92
1817.18 , 37.99265 , 1638.355 , 157.94
1817.102 , 37.99572 , 1638.645 , 157.96
1817.025 , 37.99881 , 1638.935 , 157.98
1816.947 , 38.00189 , 1639.224 , 158
1816.869 , 38.00497 , 1639.514 , 158.02
1816.791 , 38.00805 , 1639.804 , 158.04
1816.713 , 38.01113 , 1640.093 , 158.06
1816.635 , 38.01421 , 1640.383 , 158.08
1816.557 , 38.0173 , 1640.673 , 158.1
1816.479 , 38.02037 , 1640.963 , 158.12
1816.401 , 38.0235 , 1641.252 , 158.14
1816.324 , 38.02695 , 1641.542 , 158.16
1816.246 , 38.03039 , 1641.832 , 158.18
1816.168 , 38.03384 , 1642.121 , 158.2
1816.09 , 38.03729 , 1642.411 , 158.22
1816.008 , 38.04076 , 1642.7 , 158.24
1815.927 , 38.04423 , 1642.988 , 158.26
1815.845 , 38.04771 , 1643.277 , 158.28
1815.763 , 38.05118 , 1643.566 , 158.3
1815.682 , 38.05495 , 1643.854 , 158.32
1815.604 , 38.06012 , 1644.144 , 158.34
1815.526 , 38.06528 , 1644.434 , 158.36
1815.448 , 38.07238 , 1644.724 , 158.38
1815.378 , 38.0802 , 1645.015 , 158.4
1815.311 , 38.088 , 1645.308 , 158.42
1815.245 , 38.09579 , 1645.6 , 158.44
1815.178 , 38.10358 , 1645.893 , 158.46
1815.112 , 38.11137 , 1646.185 , 158.48
1815.045 , 38.11916 , 1646.478 , 158.5
1814.979 , 38.12695 , 1646.771 , 158.52
1814.912 , 38.13408 , 1647.063 , 158.54
1814.846 , 38.14019 , 1647.356 , 158.56
1814.78 , 38.14629 , 1647.648 , 158.58
1814.713 , 38.1524 , 1647.941 , 158.6
1814.647 , 38.15851 , 1648.233 , 158.62
1814.58 , 38.16462 , 1648.526 , 158.64
1814.514 , 38.17073 , 1648.818 , 158.66
1814.447 , 38.17684 , 1649.111 , 158.68
1814.381 , 38.18295 , 1649.403 , 158.7
1814.314 , 38.18906 , 1649.696 , 158.72
1814.248 , 38.19517 , 1649.989 , 158.74
1814.182 , 38.20128 , 1650.281 , 158.76
1814.115 , 38.20739 , 1650.574 , 158.78
1814.049 , 38.21349 , 1650.866 , 158.8
1813.982 , 38.2196 , 1651.159 , 158.82
1813.916 , 38.22571 , 1651.451 , 158.84
1813.849 , 38.23182 , 1651.744 , 158.86
1813.783 , 38.23793 , 1652.036 , 158.88
1813.716 , 38.24404 , 1652.329 , 158.9
1813.65 , 38.25151 , 1652.621 , 158.92
1813.584 , 38.25899 , 1652.914 , 158.94
1813.517 , 38.26647 , 1653.207 , 158.96
1813.451 , 38.2729 , 1653.499 , 158.98
1813.384 , 38.2787 , 1653.792 , 159
1813.318 , 38.2845 , 1654.084 , 159.02
1813.251 , 38.2903 , 1654.377 , 159.04
1813.185 , 38.29609 , 1654.669 , 159.06
1813.115 , 38.30189 , 1654.961 , 159.08
1813.037 , 38.30769 , 1655.251 , 159.1
1812.959 , 38.31349 , 1655.54 , 159.12
1812.877 , 38.31928 , 1655.829 , 159.14
1812.795 , 38.32508 , 1656.118 , 159.16
1812.714 , 38.33087 , 1656.406 , 159.18
1812.632 , 38.33822 , 1656.695 , 159.2
1812.55 , 38.34576 , 1656.984 , 159.22
1812.469 , 38.35388 , 1657.272 , 159.24
1812.387 , 38.36256 , 1657.561 , 159.26
1812.305 , 38.37125 , 1657.85 , 159.28
1812.224 , 38.37992 , 1658.138 , 159.3
1812.142 , 38.38861 , 1658.427 , 159.32
1812.049 , 38.39747 , 1658.712 , 159.34
1811.953 , 38.40639 , 1658.996 , 159.36
1811.856 , 38.41532 , 1659.28 , 159.38
1811.755 , 38.42264 , 1659.563 , 159.4
1811.651 , 38.42806 , 1659.844 , 159.42
1811.547 , 38.43348 , 1660.126 , 159.44
1811.443 , 38.44013 , 1660.407 , 159.46
1811.339 , 38.44687 , 1660.689 , 159.48
1811.231 , 38.45363 , 1660.969 , 159.5
1811.12 , 38.46042 , 1661.247 , 159.52
1811.009 , 38.46721 , 1661.526 , 159.54
1810.894 , 38.47403 , 1661.803 , 159.56
1810.779 , 38.48084 , 1662.08 , 159.58
1810.664 , 38.48838 , 1662.357 , 159.6
1810.549 , 38.49703 , 1662.634 , 159.62
1810.433 , 38.50569 , 1662.911 , 159.64
1810.318 , 38.51434 , 1663.188 , 159.66
1810.2 , 38.52302 , 1663.464 , 159.68
1810.081 , 38.5317 , 1663.739 , 159.7
1809.963 , 38.54038 , 1664.015 , 159.72
1809.84 , 38.54797 , 1664.289 , 159.74
1809.718 , 38.5554 , 1664.563 , 159.76
1809.596 , 38.56283 , 1664.837 , 159.78
1809.474 , 38.5685 , 1665.111 , 159.8
1809.334 , 38.57231 , 1665.376 , 159.82
1809.187 , 38.57613 , 1665.638 , 159.84
1809.04 , 38.57996 , 1665.899 , 159.86
1808.893 , 38.58379 , 1666.161 , 159.88
1808.746 , 38.58762 , 1666.422 , 159.9
1808.6 , 38.59149 , 1666.684 , 159.92
1808.453 , 38.59669 , 1666.946 , 159.94
1808.306 , 38.60189 , 1667.207 , 159.96
1808.159 , 38.6071 , 1667.469 , 159.98
1808.012 , 38.61402 , 1667.731 , 160
1807.866 , 38.62114 , 1667.992 , 160.02
1807.719 , 38.62826 , 1668.254 , 160.04
1807.572 , 38.63538 , 1668.516 , 160.06
1807.425 , 38.6425 , 1668.777 , 160.08
1807.278 , 38.64962 , 1669.039 , 160.1
1807.132 , 38.65674 , 1669.3 , 160.12
1806.985 , 38.66386 , 1669.562 , 160.14
1806.831 , 38.67109 , 1669.82 , 160.16
1806.671 , 38.6771 , 1670.073 , 160.18
1806.507 , 38.68058 , 1670.325 , 160.2
1806.337 , 38.68412 , 1670.572 , 160.22
1806.167 , 38.68768 , 1670.819 , 160.24
1805.997 , 38.69123 , 1671.066 , 160.26
1805.824 , 38.69482 , 1671.311 , 160.28
1805.641 , 38.6985 , 1671.549 , 160.3
1805.458 , 38.70219 , 1671.787 , 160.32
1805.272 , 38.70662 , 1672.022 , 160.34
1805.08 , 38.71149 , 1672.253 , 160.36
1804.888 , 38.71834 , 1672.483 , 160.38
1804.696 , 38.7253 , 1672.714 , 160.4
1804.504 , 38.73484 , 1672.944 , 160.42
1804.306 , 38.74451 , 1673.169 , 160.44
1804.108 , 38.75418 , 1673.395 , 160.46
1803.907 , 38.7639 , 1673.618 , 160.48
1803.706 , 38.77363 , 1673.84 , 160.5
1803.505 , 38.78336 , 1674.063 , 160.52
1803.304 , 38.79309 , 1674.286 , 160.54
1803.103 , 38.79965 , 1674.509 , 160.56
1802.902 , 38.80541 , 1674.731 , 160.58
1802.702 , 38.81116 , 1674.954 , 160.6
1802.498 , 38.81697 , 1675.174 , 160.62
1802.294 , 38.82278 , 1675.395 , 160.64
1802.09 , 38.82859 , 1675.615 , 160.66
1801.886 , 38.8344 , 1675.835 , 160.68
1801.682 , 38.84021 , 1676.055 , 160.7
1801.479 , 38.84602 , 1676.275 , 160.72
1801.275 , 38.85072 , 1676.495 , 160.74
1801.068 , 38.8546 , 1676.713 , 160.76
1800.861 , 38.85847 , 1676.93 , 160.78
1800.655 , 38.86728 , 1677.147 , 160.8
1800.448 , 38.87793 , 1677.365 , 160.82
1800.241 , 38.8886 , 1677.582 , 160.84
1800.035 , 38.89925 , 1677.8 , 160.86
1799.828 , 38.90991 , 1678.017 , 160.88
1799.621 , 38.92057 , 1678.235 , 160.9
1799.409 , 38.93075 , 1678.447 , 160.92
1799.194 , 38.93985 , 1678.656 , 160.94
1798.979 , 38.94896 , 1678.865 , 160.96
1798.764 , 38.95805 , 1679.074 , 160.98
1798.549 , 38.96715 , 1679.283 , 161
1798.334 , 38.97626 , 1679.492 , 161.02
1798.119 , 38.98542 , 1679.702 , 161.04
1797.904 , 38.9955 , 1679.911 , 161.06
1797.688 , 39.00558 , 1680.12 , 161.08
1797.474 , 39.01566 , 1680.329 , 161.1
1797.258 , 39.02574 , 1680.538 , 161.12
1797.043 , 39.03582 , 1680.747 , 161.14
1796.828 , 39.05491 , 1680.957 , 161.16
1796.613 , 39.08315 , 1681.166 , 161.18
1796.398 , 39.11136 , 1681.375 , 161.2
1796.18 , 39.13995 , 1681.581 , 161.22
1795.96 , 39.16888 , 1681.785 , 161.24
1795.739 , 39.19784 , 1681.988 , 161.26
1795.519 , 39.22631 , 1682.192 , 161.28
1795.298 , 39.24929 , 1682.395 , 161.3
1795.078 , 39.27227 , 1682.599 , 161.32
1794.858 , 39.29524 , 1682.802 , 161.34
1794.637 , 39.31821 , 1683.005 , 161.36
1794.417 , 39.34119 , 1683.209 , 161.38
1794.196 , 39.36417 , 1683.412 , 161.4
1793.976 , 39.38721 , 1683.616 , 161.42
1793.755 , 39.41114 , 1683.819 , 161.44
1793.535 , 39.43507 , 1684.023 , 161.46
1793.314 , 39.45407 , 1684.226 , 161.48
1793.094 , 39.47204 , 1684.43 , 161.5
1792.873 , 39.50941 , 1684.633 , 161.52
1792.653 , 39.54909 , 1684.837 , 161.54
1792.432 , 39.58875 , 1685.04 , 161.56
1792.209 , 39.62903 , 1685.241 , 161.58
1791.986 , 39.66929 , 1685.441 , 161.6
1791.763 , 39.70957 , 1685.642 , 161.62
1791.54 , 39.74985 , 1685.842 , 161.64
1791.317 , 39.78586 , 1686.043 , 161.66
1791.094 , 39.82016 , 1686.243 , 161.68
1790.868 , 39.85506 , 1686.441 , 161.7
1790.642 , 39.88998 , 1686.639 , 161.72
1790.417 , 39.92488 , 1686.836 , 161.74
1790.191 , 39.9598 , 1687.034 , 161.76
1789.965 , 39.99474 , 1687.231 , 161.78
1789.74 , 40.02965 , 1687.429 , 161.8
1789.514 , 40.06504 , 1687.627 , 161.82
1789.288 , 40.09995 , 1687.824 , 161.84
1789.062 , 40.13882 , 1688.022 , 161.86
1788.834 , 40.18182 , 1688.217 , 161.88
1788.606 , 40.22481 , 1688.411 , 161.9
1788.378 , 40.2678 , 1688.606 , 161.92
1788.149 , 40.3108 , 1688.801 , 161.94
1787.921 , 40.35379 , 1688.995 , 161.96
1787.693 , 40.39679 , 1689.19 , 161.98
1787.459 , 40.44111 , 1689.378 , 162
1787.226 , 40.48393 , 1689.567 , 162.02
1786.993 , 40.52232 , 1689.756 , 162.04
1786.76 , 40.56071 , 1689.944 , 162.06
1786.526 , 40.59911 , 1690.133 , 162.08
1786.293 , 40.63749 , 1690.322 , 162.1
1786.06 , 40.67588 , 1690.51 , 162.12
1785.826 , 40.7143 , 1690.699 , 162.14
1785.591 , 40.75335 , 1690.884 , 162.16
1785.355 , 40.79241 , 1691.07 , 162.18
1785.119 , 40.83658 , 1691.255 , 162.2
1784.883 , 40.87835 , 1691.441 , 162.22
1784.648 , 40.92268 , 1691.626 , 162.24
1784.412 , 40.96702 , 1691.812 , 162.26
1784.176 , 41.01136 , 1691.997 , 162.28
1783.94 , 41.05573 , 1692.183 , 162.3
1783.705 , 41.10007 , 1692.369 , 162.32
1783.469 , 41.14441 , 1692.554 , 162.34
1783.233 , 41.18876 , 1692.74 , 162.36
1782.997 , 41.23313 , 1692.925 , 162.38
1782.762 , 41.27324 , 1693.111 , 162.4
1782.526 , 41.31166 , 1693.296 , 162.42
1782.29 , 41.35007 , 1693.482 , 162.44
1782.054 , 41.38852 , 1693.667 , 162.46
1781.819 , 41.42693 , 1693.853 , 162.48
1781.583 , 41.46535 , 1694.038 , 162.5
1781.347 , 41.50579 , 1694.224 , 162.52
1781.109 , 41.55385 , 1694.406 , 162.54
1780.876 , 41.60032 , 1694.595 , 162.56
1780.647 , 41.64423 , 1694.79 , 162.58
1780.419 , 41.68713 , 1694.984 , 162.6
